0.707107, 0.000000, 0.707107
-0.000000, 0.707107, 0.707107
0.707107, 0.000000, 0.707107
-0.000000, 0.707107, 0.707107
0.707107, 0.000000, 0.707107
-0.000000, 0.707107, 0.707107
0.000000, 0.000000, 1.000000
0.000000, 0.000000, 1.000000
0.000000, 0.000000, 1.000000
0.000000, 0.000000, 1.000000
0.000000, 0.000000, 1.000000
0.000000, 0.000000, 1.000000
0.000000, 0.000000, 1.000000
0.000000, 0.000000, 1.000000
0.000000, 0.000000, 1.000000
0.000000, 0.000000, 1.000000
0.000000, 0.000000, 1.000000
0.000000, 0.000000, 1.000000
0.000000, 0.000000, 1.000000
0.000000, 0.000000, 1.000000
0.000000, 0.000000, 1.000000
0.000000, 0.000000, 1.000000
0.000000, 0.000000, 1.000000
0.000000, 0.000000, 1.000000
0.000000, 0.000000, 1.000000
0.000000, 0.707107, 0.707107
0.000000, 0.447214, 0.894427
0.000000, 0.316228, 0.948683
0.000000, 0.196116, 0.980581
0.000000, 0.141421, 0.989949
0.000000, 0.110432, 0.993884
0.000000, 0.090536, 0.995893
0.000000, 0.076697, 0.997055
0.000000, 0.066519, 0.997785
0.000000, 0.058722, 0.998274
0.000000, 0.052559, 0.998618
0.000000, 0.707107, 0.707107
0.000000, 0.554700, 0.832050
0.000000, 0.447214, 0.894427
0.000000, 0.316228, 0.948683
0.000000, 0.196116, 0.980581
0.000000, 0.141421, 0.989949
0.000000, 0.110432, 0.993884
0.000000, 0.707107, 0.707107
0.000000, 0.600000, 0.800000
0.000000, 0.447214, 0.894427
0.000000, 0.316228, 0.948683
0.000000, 0.196116, 0.980581
0.000000, 0.141421, 0.989949
0.000000, 0.707107, 0.707107
0.000000, 0.624695, 0.780869
0.000000, 0.554700, 0.832050
0.000000, 0.447214, 0.894427
0.000000, 0.316228, 0.948683
0.000000, 0.196116, 0.980581
0.000000, 0.707107, 0.707107
0.000000, 0.640184, 0.768221
0.000000, 0.447214, 0.894427
0.000000, 0.316228, 0.948683
0.000000, 0.707107, 0.707107
0.000000, 0.650791, 0.759257
0.000000, 0.600000, 0.800000
0.000000, 0.554700, 0.832050
0.000000, 0.447214, 0.894427
0.000000, 0.316228, 0.948683
0.000000, 0.707107, 0.707107
0.000000, 0.658505, 0.752577
0.000000, 0.447214, 0.894427
0.000000, 0.316228, 0.948683
0.000000, 0.707107, 0.707107
0.000000, 0.664364, 0.747409
0.000000, 0.624695, 0.780869
0.000000, 0.554700, 0.832050
0.000000, 0.447214, 0.894427
0.000000, 0.316228, 0.948683
0.000000, 0.707107, 0.707107
0.000000, 0.668965, 0.743294
0.000000, 0.600000, 0.800000
0.000000, 0.447214, 0.894427
0.000000, 0.316228, 0.948683
0.000000, 0.707107, 0.707107
0.000000, 0.672673, 0.739940
0.000000, 0.640184, 0.768221
0.000000, 0.554700, 0.832050
0.000000, 0.447214, 0.894427
0.000000, 0.707107, 0.707107
0.000000, 0.675725, 0.737154
0.000000, 0.447214, 0.894427
0.000000, 0.707107, 0.707107
0.000000, 0.678280, 0.734803
0.000000, 0.650791, 0.759257
0.000000, 0.624695, 0.780869
0.000000, 0.600000, 0.800000
0.000000, 0.554700, 0.832050
0.000000, 0.447214, 0.894427
0.000000, 0.707107, 0.707107
0.000000, 0.680451, 0.732794
0.000000, 0.447214, 0.894427
0.000000, 0.707107, 0.707107
0.000000, 0.682318, 0.731055
0.000000, 0.658505, 0.752577
0.000000, 0.554700, 0.832050
0.000000, 0.447214, 0.894427
0.000000, 0.707107, 0.707107
0.000000, 0.683941, 0.729537
0.000000, 0.640184, 0.768221
0.000000, 0.600000, 0.800000
0.000000, 0.447214, 0.894427
0.000000, 0.707107, 0.707107
0.000000, 0.685365, 0.728200
0.000000, 0.664364, 0.747409
0.000000, 0.624695, 0.780869
0.000000, 0.554700, 0.832050
0.000000, 0.447214, 0.894427
0.000000, 0.707107, 0.707107
0.000000, 0.686624, 0.727013
0.000000, 0.447214, 0.894427
0.000000, 0.707107, 0.707107
0.000000, 0.687745, 0.725953
0.000000, 0.668965, 0.743294
0.000000, 0.650791, 0.759257
0.000000, 0.600000, 0.800000
0.000000, 0.554700, 0.832050
0.000000, 0.447214, 0.894427
0.000000, 0.707107, 0.707107
