1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
0.735724, 0.677282, 0.000000
0.735724, 0.677282, 0.000000
0.735724, 0.677282, 0.000000
0.735724, 0.677282, 0.000000
0.735724, 0.677282, 0.000000
0.735724, 0.677282, 0.000000
0.735724, 0.677282, 0.000000
0.735724, 0.677282, 0.000000
0.735724, 0.677282, 0.000000
0.735724, 0.677282, 0.000000
0.735724, 0.677282, 0.000000
0.735724, 0.677282, 0.000000
0.735724, 0.677282, 0.000000
0.735724, 0.677282, 0.000000
0.735724, 0.677282, 0.000000
0.735724, 0.677282, 0.000000
0.735724, 0.677282, 0.000000
0.735724, 0.677282, 0.000000
0.735724, 0.677282, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
1.000000, 0.000000, 0.000000
0.707107, 0.707107, 0.000000 ; ( 1.000000 ,1)
0.894427, 0.447214, 0.000000 ; ( 2.000000 ,1.000000)
0.948683, 0.316228, 0.000000 ; ( 3.000000 ,1)
0.980581, 0.196116, 0.000000 ; ( 5.000000 ,1)
0.989949, 0.141421, 0.000000 ; ( 7.000000 ,1)
0.993884, 0.110432, 0.000000 ; ( 9.000000 ,1)
0.995893, 0.090536, 0.000000 ; ( 10.999999 ,1)
0.997055, 0.076697, 0.000000 ; ( 13.000000 ,1)
0.997785, 0.066519, 0.000000 ; ( 15.000000 ,1)
0.998274, 0.058722, 0.000000 ; ( 17.000000 ,1)
0.998618, 0.052559, 0.000000 ; ( 19.000000 ,1)
0.707107, 0.707107, 0.000000 ; ( 1.000000 ,1)
0.832050, 0.554700, 0.000000 ; ( 3.000000 ,2.000000)
0.894427, 0.447214, 0.000000 ; ( 2.000000 ,1.000000)
0.948683, 0.316228, 0.000000 ; ( 3.000000 ,1)
0.980581, 0.196116, 0.000000 ; ( 5.000000 ,1)
0.989949, 0.141421, 0.000000 ; ( 7.000000 ,1)
0.993884, 0.110432, 0.000000 ; ( 9.000000 ,1)
0.707107, 0.707107, 0.000000 ; ( 1.000000 ,1)
0.800000, 0.600000, 0.000000 ; ( 4.000000 ,3.000000)
0.894427, 0.447214, 0.000000 ; ( 2.000000 ,1.000000)
0.948683, 0.316228, 0.000000 ; ( 3.000000 ,1)
0.980581, 0.196116, 0.000000 ; ( 5.000000 ,1)
0.989949, 0.141421, 0.000000 ; ( 7.000000 ,1)
0.707107, 0.707107, 0.000000 ; ( 1.000000 ,1)
0.780869, 0.624695, 0.000000 ; ( 5.000001 ,4.000001)
0.832050, 0.554700, 0.000000 ; ( 3.000000 ,2.000000)
0.894427, 0.447214, 0.000000 ; ( 2.000000 ,1.000000)
0.948683, 0.316228, 0.000000 ; ( 3.000000 ,1)
0.980581, 0.196116, 0.000000 ; ( 5.000000 ,1)
0.707107, 0.707107, 0.000000 ; ( 1.000000 ,1)
0.768221, 0.640184, 0.000000 ; ( 6.000001 ,5.000001)
0.894427, 0.447214, 0.000000 ; ( 2.000000 ,1.000000)
0.948683, 0.316228, 0.000000 ; ( 3.000000 ,1)
0.707107, 0.707107, 0.000000 ; ( 1.000000 ,1)
0.759257, 0.650791, 0.000000 ; ( 6.999999 ,5.999999)
0.800000, 0.600000, 0.000000 ; ( 4.000000 ,3.000000)
0.832050, 0.554700, 0.000000 ; ( 3.000000 ,2.000000)
